date,year,month,quarter,day_name
2022-06-01 03:57:22,2022,6,2022Q2,Wednesday
2022-10-10 05:11:21,2022,10,2022Q4,Monday
2023-10-12 04:17:19,2023,10,2023Q4,Thursday
2024-02-06 23:48:32,2024,2,2024Q1,Tuesday
2024-11-02 17:57:05,2024,11,2024Q4,Saturday
2023-01-07 13:14:40,2023,1,2023Q1,Saturday
2023-05-08 21:40:19,2023,5,2023Q2,Monday
2024-09-13 02:36:43,2024,9,2024Q3,Friday
2024-03-22 18:04:10,2024,3,2024Q1,Friday
2024-09-20 00:18:45,2024,9,2024Q3,Friday
2025-05-06 17:05:14,2025,5,2025Q2,Tuesday
2022-09-20 00:09:02,2022,9,2022Q3,Tuesday
2025-01-22 18:02:43,2025,1,2025Q1,Wednesday
2024-04-22 23:18:59,2024,4,2024Q2,Monday
2024-12-23 20:20:03,2024,12,2024Q4,Monday
2024-02-05 17:59:38,2024,2,2024Q1,Monday
2022-01-30 21:54:44,2022,1,2022Q1,Sunday
2023-03-18 15:28:11,2023,3,2023Q1,Saturday
2023-07-24 09:32:36,2023,7,2023Q3,Monday
2024-12-29 05:58:33,2024,12,2024Q4,Sunday
2022-06-02 02:40:53,2022,6,2022Q2,Thursday
2024-03-10 15:14:43,2024,3,2024Q1,Sunday
2025-04-12 21:18:21,2025,4,2025Q2,Saturday
2023-01-06 11:32:22,2023,1,2023Q1,Friday
2024-11-07 16:47:35,2024,11,2024Q4,Thursday
2023-04-11 13:36:46,2023,4,2023Q2,Tuesday
2023-03-27 02:24:06,2023,3,2023Q1,Monday
2025-04-09 04:26:45,2025,4,2025Q2,Wednesday
2024-02-05 12:44:27,2024,2,2024Q1,Monday
2022-12-24 13:15:09,2022,12,2022Q4,Saturday
2024-05-22 15:08:27,2024,5,2024Q2,Wednesday
2024-08-18 09:00:45,2024,8,2024Q3,Sunday
2024-08-31 18:05:21,2024,8,2024Q3,Saturday
2022-12-21 22:22:39,2022,12,2022Q4,Wednesday
2024-10-10 04:58:12,2024,10,2024Q4,Thursday
2024-01-15 09:55:52,2024,1,2024Q1,Monday
2022-06-09 13:03:37,2022,6,2022Q2,Thursday
2023-08-04 20:55:31,2023,8,2023Q3,Friday
2023-07-23 13:51:11,2023,7,2023Q3,Sunday
2023-12-03 14:08:14,2023,12,2023Q4,Sunday
2022-04-06 22:29:40,2022,4,2022Q2,Wednesday
2023-12-11 03:06:28,2023,12,2023Q4,Monday
2022-02-22 13:32:06,2022,2,2022Q1,Tuesday
2025-05-31 12:29:47,2025,5,2025Q2,Saturday
2024-03-22 17:55:20,2024,3,2024Q1,Friday
2022-11-12 22:59:01,2022,11,2022Q4,Saturday
2025-04-05 11:48:47,2025,4,2025Q2,Saturday
2022-01-07 11:48:08,2022,1,2022Q1,Friday
2023-05-11 05:51:47,2023,5,2023Q2,Thursday
2024-02-04 21:12:30,2024,2,2024Q1,Sunday
2023-08-30 17:44:12,2023,8,2023Q3,Wednesday
2023-10-07 07:05:08,2023,10,2023Q4,Saturday
2022-03-19 07:29:32,2022,3,2022Q1,Saturday
2023-11-12 05:03:16,2023,11,2023Q4,Sunday
2025-03-05 16:47:59,2025,3,2025Q1,Wednesday
2022-06-18 06:16:37,2022,6,2022Q2,Saturday
2023-05-17 09:18:51,2023,5,2023Q2,Wednesday
2024-08-27 11:44:39,2024,8,2024Q3,Tuesday
2023-06-06 06:24:08,2023,6,2023Q2,Tuesday
2023-05-21 15:42:46,2023,5,2023Q2,Sunday
2023-12-22 16:24:39,2023,12,2023Q4,Friday
2022-02-21 12:56:27,2022,2,2022Q1,Monday
2025-04-18 00:03:19,2025,4,2025Q2,Friday
2025-06-20 02:22:35,2025,6,2025Q2,Friday
2023-12-18 17:45:33,2023,12,2023Q4,Monday
2023-07-03 09:10:57,2023,7,2023Q3,Monday
2024-07-28 22:17:44,2024,7,2024Q3,Sunday
2022-03-07 18:45:29,2022,3,2022Q1,Monday
2023-08-29 05:37:25,2023,8,2023Q3,Tuesday
2022-08-27 14:41:02,2022,8,2022Q3,Saturday
2023-02-07 11:15:24,2023,2,2023Q1,Tuesday
2022-09-10 19:27:37,2022,9,2022Q3,Saturday
2024-01-14 20:28:41,2024,1,2024Q1,Sunday
2023-08-14 20:37:06,2023,8,2023Q3,Monday
2024-05-05 11:00:23,2024,5,2024Q2,Sunday
2023-11-22 23:35:40,2023,11,2023Q4,Wednesday
2025-07-04 16:42:10,2025,7,2025Q3,Friday
2022-04-17 06:38:20,2022,4,2022Q2,Sunday
2024-02-25 00:29:49,2024,2,2024Q1,Sunday
2023-09-19 19:40:57,2023,9,2023Q3,Tuesday
2023-12-23 19:53:01,2023,12,2023Q4,Saturday
2024-09-23 00:21:48,2024,9,2024Q3,Monday
2024-10-02 12:31:00,2024,10,2024Q4,Wednesday
2025-04-25 07:52:51,2025,4,2025Q2,Friday
2022-09-24 07:07:06,2022,9,2022Q3,Saturday
2022-06-05 22:12:30,2022,6,2022Q2,Sunday
2024-05-13 03:29:15,2024,5,2024Q2,Monday
2025-03-31 15:01:13,2025,3,2025Q1,Monday
2023-11-28 19:25:25,2023,11,2023Q4,Tuesday
2022-09-14 16:43:12,2022,9,2022Q3,Wednesday
2025-03-12 12:46:26,2025,3,2025Q1,Wednesday
2024-07-08 00:52:10,2024,7,2024Q3,Monday
2024-08-10 21:51:52,2024,8,2024Q3,Saturday
2024-12-29 05:03:43,2024,12,2024Q4,Sunday
2024-08-19 13:02:24,2024,8,2024Q3,Monday
2024-09-03 00:20:06,2024,9,2024Q3,Tuesday
2024-08-24 15:01:50,2024,8,2024Q3,Saturday
2022-03-08 02:37:31,2022,3,2022Q1,Tuesday
2024-11-13 16:53:11,2024,11,2024Q4,Wednesday
2023-07-17 14:26:09,2023,7,2023Q3,Monday
2024-06-12 12:23:45,2024,6,2024Q2,Wednesday
2024-08-29 07:58:32,2024,8,2024Q3,Thursday
2023-11-27 10:28:22,2023,11,2023Q4,Monday
2022-10-27 06:58:51,2022,10,2022Q4,Thursday
2023-03-21 08:26:34,2023,3,2023Q1,Tuesday
2022-11-17 19:38:15,2022,11,2022Q4,Thursday
2025-02-21 11:06:35,2025,2,2025Q1,Friday
2025-06-11 07:15:06,2025,6,2025Q2,Wednesday
2025-07-06 21:56:30,2025,7,2025Q3,Sunday
2023-09-10 18:47:23,2023,9,2023Q3,Sunday
2025-05-04 09:25:08,2025,5,2025Q2,Sunday
2022-07-23 00:52:17,2022,7,2022Q3,Saturday
2025-01-06 13:03:34,2025,1,2025Q1,Monday
2024-09-26 05:33:34,2024,9,2024Q3,Thursday
2024-07-14 10:15:59,2024,7,2024Q3,Sunday
2023-06-29 01:31:24,2023,6,2023Q2,Thursday
2022-01-21 04:09:10,2022,1,2022Q1,Friday
2023-10-17 02:12:36,2023,10,2023Q4,Tuesday
2024-08-13 18:20:25,2024,8,2024Q3,Tuesday
2024-01-06 08:11:51,2024,1,2024Q1,Saturday
2024-03-29 09:41:29,2024,3,2024Q1,Friday
2024-03-11 04:48:15,2024,3,2024Q1,Monday
2023-05-06 07:36:32,2023,5,2023Q2,Saturday
2023-01-17 02:32:42,2023,1,2023Q1,Tuesday
2024-08-28 11:03:33,2024,8,2024Q3,Wednesday
2024-10-09 14:28:25,2024,10,2024Q4,Wednesday
2025-03-06 22:36:32,2025,3,2025Q1,Thursday
2022-10-14 23:38:02,2022,10,2022Q4,Friday
2022-11-29 05:00:44,2022,11,2022Q4,Tuesday
2022-05-18 09:13:52,2022,5,2022Q2,Wednesday
2025-03-06 19:32:21,2025,3,2025Q1,Thursday
2022-10-28 23:31:29,2022,10,2022Q4,Friday
2022-08-29 07:54:18,2022,8,2022Q3,Monday
2023-01-14 23:28:02,2023,1,2023Q1,Saturday
2023-02-20 04:53:36,2023,2,2023Q1,Monday
2022-09-21 12:59:43,2022,9,2022Q3,Wednesday
2023-05-19 06:22:45,2023,5,2023Q2,Friday
2023-10-20 13:54:59,2023,10,2023Q4,Friday
2022-03-21 10:38:37,2022,3,2022Q1,Monday
2025-06-15 07:40:19,2025,6,2025Q2,Sunday
2023-04-18 07:21:55,2023,4,2023Q2,Tuesday
2024-01-19 15:06:29,2024,1,2024Q1,Friday
2024-02-11 04:07:30,2024,2,2024Q1,Sunday
2023-06-27 20:49:53,2023,6,2023Q2,Tuesday
2023-02-03 08:51:41,2023,2,2023Q1,Friday
2023-04-08 09:38:51,2023,4,2023Q2,Saturday
2025-04-05 06:37:48,2025,4,2025Q2,Saturday
2025-03-28 15:18:43,2025,3,2025Q1,Friday
2024-06-10 03:02:35,2024,6,2024Q2,Monday
2025-08-04 21:26:36,2025,8,2025Q3,Monday
2024-10-01 10:17:38,2024,10,2024Q4,Tuesday
2022-06-19 07:34:50,2022,6,2022Q2,Sunday
2023-04-14 01:34:09,2023,4,2023Q2,Friday
2024-12-12 07:21:17,2024,12,2024Q4,Thursday
2024-06-26 05:37:52,2024,6,2024Q2,Wednesday
2022-12-01 18:53:21,2022,12,2022Q4,Thursday
2023-09-11 09:30:27,2023,9,2023Q3,Monday
2022-12-18 07:42:11,2022,12,2022Q4,Sunday
2025-02-12 11:21:17,2025,2,2025Q1,Wednesday
2025-05-26 04:41:33,2025,5,2025Q2,Monday
2024-08-15 05:06:26,2024,8,2024Q3,Thursday
2022-05-31 10:13:33,2022,5,2022Q2,Tuesday
2023-08-15 00:52:06,2023,8,2023Q3,Tuesday
2023-12-26 06:24:27,2023,12,2023Q4,Tuesday
2022-06-24 23:45:39,2022,6,2022Q2,Friday
2024-11-09 20:54:00,2024,11,2024Q4,Saturday
2022-09-30 08:15:58,2022,9,2022Q3,Friday
2022-01-25 02:55:56,2022,1,2022Q1,Tuesday
2022-11-20 06:48:40,2022,11,2022Q4,Sunday
2025-01-20 23:02:57,2025,1,2025Q1,Monday
2023-03-25 12:21:43,2023,3,2023Q1,Saturday
2022-05-05 07:27:50,2022,5,2022Q2,Thursday
2022-03-19 03:15:28,2022,3,2022Q1,Saturday
2023-06-18 05:57:16,2023,6,2023Q2,Sunday
2025-05-14 10:02:06,2025,5,2025Q2,Wednesday
2024-02-22 09:29:34,2024,2,2024Q1,Thursday
2023-01-07 03:48:30,2023,1,2023Q1,Saturday
2023-07-29 20:33:31,2023,7,2023Q3,Saturday
2025-06-13 00:10:54,2025,6,2025Q2,Friday
2022-06-24 18:24:16,2022,6,2022Q2,Friday
2023-02-22 05:24:39,2023,2,2023Q1,Wednesday
2023-08-28 18:12:57,2023,8,2023Q3,Monday
2022-03-27 19:36:30,2022,3,2022Q1,Sunday
2022-03-12 09:42:44,2022,3,2022Q1,Saturday
2025-05-01 17:08:34,2025,5,2025Q2,Thursday
2024-10-27 09:07:59,2024,10,2024Q4,Sunday
2024-01-16 12:01:06,2024,1,2024Q1,Tuesday
2024-05-31 23:06:40,2024,5,2024Q2,Friday
2022-09-21 06:00:24,2022,9,2022Q3,Wednesday
2024-09-24 08:55:58,2024,9,2024Q3,Tuesday
2025-07-04 23:30:39,2025,7,2025Q3,Friday
2023-11-03 17:22:43,2023,11,2023Q4,Friday
2022-03-30 01:37:06,2022,3,2022Q1,Wednesday
2022-05-04 21:19:02,2022,5,2022Q2,Wednesday
2024-07-29 22:50:00,2024,7,2024Q3,Monday
2022-07-16 22:19:06,2022,7,2022Q3,Saturday
2022-10-20 20:00:26,2022,10,2022Q4,Thursday
2023-04-17 03:21:41,2023,4,2023Q2,Monday
2022-11-15 03:47:31,2022,11,2022Q4,Tuesday
2025-06-12 22:20:32,2025,6,2025Q2,Thursday
2024-01-16 23:39:01,2024,1,2024Q1,Tuesday
2023-05-22 14:04:43,2023,5,2023Q2,Monday
2022-04-15 18:12:01,2022,4,2022Q2,Friday
2024-04-06 01:04:25,2024,4,2024Q2,Saturday
2022-09-08 19:20:12,2022,9,2022Q3,Thursday
2023-10-04 02:41:44,2023,10,2023Q4,Wednesday
2022-04-06 18:13:20,2022,4,2022Q2,Wednesday
2022-02-01 07:47:32,2022,2,2022Q1,Tuesday
2024-10-04 12:19:25,2024,10,2024Q4,Friday
2024-10-06 21:54:06,2024,10,2024Q4,Sunday
2024-05-23 01:44:50,2024,5,2024Q2,Thursday
2023-04-28 17:27:36,2023,4,2023Q2,Friday
2023-08-27 22:58:48,2023,8,2023Q3,Sunday
2023-04-13 06:24:28,2023,4,2023Q2,Thursday
2024-07-06 15:32:02,2024,7,2024Q3,Saturday
2023-10-03 14:17:02,2023,10,2023Q4,Tuesday
2023-03-02 03:53:02,2023,3,2023Q1,Thursday
2024-09-06 11:05:49,2024,9,2024Q3,Friday
2025-07-20 17:49:10,2025,7,2025Q3,Sunday
2024-09-01 14:17:02,2024,9,2024Q3,Sunday
2025-03-13 06:35:59,2025,3,2025Q1,Thursday
2024-01-07 18:31:35,2024,1,2024Q1,Sunday
2024-05-05 20:53:31,2024,5,2024Q2,Sunday
2024-07-14 16:10:40,2024,7,2024Q3,Sunday
2025-03-30 06:15:41,2025,3,2025Q1,Sunday
2023-08-24 16:59:07,2023,8,2023Q3,Thursday
2025-04-12 01:16:05,2025,4,2025Q2,Saturday
2024-05-27 20:37:00,2024,5,2024Q2,Monday
2022-09-05 01:26:36,2022,9,2022Q3,Monday
2024-01-31 12:15:03,2024,1,2024Q1,Wednesday
2023-11-07 15:17:13,2023,11,2023Q4,Tuesday
2025-05-08 09:04:54,2025,5,2025Q2,Thursday
2023-12-21 05:10:10,2023,12,2023Q4,Thursday
2023-07-06 06:26:14,2023,7,2023Q3,Thursday
2022-09-07 12:50:10,2022,9,2022Q3,Wednesday
2024-11-16 04:00:26,2024,11,2024Q4,Saturday
2025-06-19 18:25:22,2025,6,2025Q2,Thursday
2022-03-15 15:51:13,2022,3,2022Q1,Tuesday
2024-11-20 07:23:40,2024,11,2024Q4,Wednesday
2025-01-30 14:43:55,2025,1,2025Q1,Thursday
2022-10-02 15:24:47,2022,10,2022Q4,Sunday
2024-04-03 12:32:00,2024,4,2024Q2,Wednesday
2022-09-12 03:23:56,2022,9,2022Q3,Monday
2023-07-05 13:58:27,2023,7,2023Q3,Wednesday
2024-07-14 13:21:55,2024,7,2024Q3,Sunday
2024-07-24 20:11:05,2024,7,2024Q3,Wednesday
2023-10-15 13:32:41,2023,10,2023Q4,Sunday
2024-09-11 14:52:46,2024,9,2024Q3,Wednesday
2025-06-02 04:26:16,2025,6,2025Q2,Monday
2024-02-25 14:45:57,2024,2,2024Q1,Sunday
2022-03-13 23:23:40,2022,3,2022Q1,Sunday
2025-07-15 08:45:58,2025,7,2025Q3,Tuesday
2024-08-07 08:55:32,2024,8,2024Q3,Wednesday
2024-03-31 20:25:53,2024,3,2024Q1,Sunday
2024-10-03 16:12:49,2024,10,2024Q4,Thursday
2023-07-26 09:39:24,2023,7,2023Q3,Wednesday
2022-07-22 07:45:50,2022,7,2022Q3,Friday
2023-03-11 11:36:00,2023,3,2023Q1,Saturday
2023-08-24 10:00:14,2023,8,2023Q3,Thursday
2025-06-04 12:30:07,2025,6,2025Q2,Wednesday
2023-04-26 22:33:26,2023,4,2023Q2,Wednesday
2022-04-15 03:26:35,2022,4,2022Q2,Friday
2023-12-19 09:19:43,2023,12,2023Q4,Tuesday
2024-10-04 01:53:15,2024,10,2024Q4,Friday
2024-12-22 22:07:59,2024,12,2024Q4,Sunday
2022-04-15 11:59:39,2022,4,2022Q2,Friday
2023-07-29 22:56:34,2023,7,2023Q3,Saturday
2023-06-25 00:09:03,2023,6,2023Q2,Sunday
2022-09-30 22:12:14,2022,9,2022Q3,Friday
2025-02-10 10:25:47,2025,2,2025Q1,Monday
2025-06-13 03:43:54,2025,6,2025Q2,Friday
2023-07-28 19:58:31,2023,7,2023Q3,Friday
2023-01-01 00:24:30,2023,1,2023Q1,Sunday
2023-04-07 04:07:20,2023,4,2023Q2,Friday
2023-01-03 18:00:38,2023,1,2023Q1,Tuesday
2024-04-13 22:37:22,2024,4,2024Q2,Saturday
2025-07-08 20:45:57,2025,7,2025Q3,Tuesday
2023-02-06 17:24:49,2023,2,2023Q1,Monday
2024-07-27 01:00:18,2024,7,2024Q3,Saturday
2024-01-06 20:57:42,2024,1,2024Q1,Saturday
2023-01-28 15:10:24,2023,1,2023Q1,Saturday
2025-02-05 12:21:27,2025,2,2025Q1,Wednesday
2023-03-28 06:13:14,2023,3,2023Q1,Tuesday
2023-03-27 04:24:23,2023,3,2023Q1,Monday
2024-11-10 04:32:02,2024,11,2024Q4,Sunday
2024-11-28 16:27:52,2024,11,2024Q4,Thursday
2024-01-04 10:31:56,2024,1,2024Q1,Thursday
2025-06-06 23:06:34,2025,6,2025Q2,Friday
2022-12-10 20:31:46,2022,12,2022Q4,Saturday
2025-05-01 03:01:11,2025,5,2025Q2,Thursday
2022-06-05 09:35:15,2022,6,2022Q2,Sunday
2025-05-19 14:26:27,2025,5,2025Q2,Monday
2025-01-15 18:36:46,2025,1,2025Q1,Wednesday
2022-09-09 22:07:18,2022,9,2022Q3,Friday
2023-10-18 06:46:17,2023,10,2023Q4,Wednesday
2022-10-24 00:30:38,2022,10,2022Q4,Monday
2022-04-06 12:03:55,2022,4,2022Q2,Wednesday
2025-05-16 01:53:44,2025,5,2025Q2,Friday
2023-07-01 20:11:56,2023,7,2023Q3,Saturday
2025-05-03 16:17:14,2025,5,2025Q2,Saturday
2023-10-22 13:25:39,2023,10,2023Q4,Sunday
2024-09-13 11:30:33,2024,9,2024Q3,Friday
2022-03-18 16:00:46,2022,3,2022Q1,Friday
2022-05-14 21:54:25,2022,5,2022Q2,Saturday
2025-01-06 01:14:03,2025,1,2025Q1,Monday
2024-08-04 14:39:07,2024,8,2024Q3,Sunday
2023-07-03 08:46:48,2023,7,2023Q3,Monday
2024-08-31 17:46:43,2024,8,2024Q3,Saturday
2024-08-25 11:17:29,2024,8,2024Q3,Sunday
2022-09-02 22:34:21,2022,9,2022Q3,Friday
2023-11-16 06:09:36,2023,11,2023Q4,Thursday
2022-10-14 17:53:47,2022,10,2022Q4,Friday
2022-03-13 05:06:09,2022,3,2022Q1,Sunday
2024-07-20 22:32:30,2024,7,2024Q3,Saturday
2024-01-04 14:44:29,2024,1,2024Q1,Thursday
2023-11-30 07:24:11,2023,11,2023Q4,Thursday
2024-02-23 15:44:42,2024,2,2024Q1,Friday
2022-06-30 18:50:35,2022,6,2022Q2,Thursday
2022-06-08 02:01:04,2022,6,2022Q2,Wednesday
2023-11-06 04:31:23,2023,11,2023Q4,Monday
2023-02-25 23:01:58,2023,2,2023Q1,Saturday
2025-06-26 23:09:14,2025,6,2025Q2,Thursday
2024-12-21 09:06:20,2024,12,2024Q4,Saturday
2022-06-16 07:23:45,2022,6,2022Q2,Thursday
2024-08-09 16:19:07,2024,8,2024Q3,Friday
2022-08-05 16:18:36,2022,8,2022Q3,Friday
2024-10-19 02:06:08,2024,10,2024Q4,Saturday
2022-09-04 23:43:13,2022,9,2022Q3,Sunday
2023-10-31 06:32:22,2023,10,2023Q4,Tuesday
2025-01-21 00:15:09,2025,1,2025Q1,Tuesday
2023-04-03 23:25:13,2023,4,2023Q2,Monday
2024-10-28 22:18:43,2024,10,2024Q4,Monday
2022-12-16 14:00:37,2022,12,2022Q4,Friday
2023-03-01 21:26:30,2023,3,2023Q1,Wednesday
2023-10-17 04:12:54,2023,10,2023Q4,Tuesday
2023-10-11 09:50:02,2023,10,2023Q4,Wednesday
2022-01-13 10:36:26,2022,1,2022Q1,Thursday
2024-01-01 12:47:36,2024,1,2024Q1,Monday
2024-10-28 15:14:39,2024,10,2024Q4,Monday
2023-03-02 07:35:26,2023,3,2023Q1,Thursday
2024-12-19 11:49:06,2024,12,2024Q4,Thursday
2023-09-19 04:02:17,2023,9,2023Q3,Tuesday
2024-06-02 16:48:40,2024,6,2024Q2,Sunday
2023-10-26 17:29:19,2023,10,2023Q4,Thursday
2023-07-10 14:34:24,2023,7,2023Q3,Monday
2022-04-14 23:55:10,2022,4,2022Q2,Thursday
2023-03-23 03:53:09,2023,3,2023Q1,Thursday
2025-05-20 17:56:54,2025,5,2025Q2,Tuesday
2025-06-04 13:58:24,2025,6,2025Q2,Wednesday
2025-03-05 22:12:36,2025,3,2025Q1,Wednesday
2023-04-17 06:54:05,2023,4,2023Q2,Monday
2024-08-29 03:11:39,2024,8,2024Q3,Thursday
2024-10-17 08:07:01,2024,10,2024Q4,Thursday
2023-02-21 17:34:27,2023,2,2023Q1,Tuesday
2025-01-06 14:12:15,2025,1,2025Q1,Monday
2023-02-09 00:10:36,2023,2,2023Q1,Thursday
2022-10-16 06:08:29,2022,10,2022Q4,Sunday
2024-02-06 07:24:20,2024,2,2024Q1,Tuesday
2022-02-24 09:09:15,2022,2,2022Q1,Thursday
2022-11-22 18:31:58,2022,11,2022Q4,Tuesday
2022-05-22 05:26:26,2022,5,2022Q2,Sunday
2022-08-08 00:13:39,2022,8,2022Q3,Monday
2023-10-02 17:59:16,2023,10,2023Q4,Monday
2025-07-26 18:05:05,2025,7,2025Q3,Saturday
2023-11-14 18:13:51,2023,11,2023Q4,Tuesday
2024-05-20 10:20:59,2024,5,2024Q2,Monday
2025-04-22 06:45:13,2025,4,2025Q2,Tuesday
2025-03-14 00:36:35,2025,3,2025Q1,Friday
2025-03-28 11:46:30,2025,3,2025Q1,Friday
2024-10-14 11:48:31,2024,10,2024Q4,Monday
2022-02-21 06:08:35,2022,2,2022Q1,Monday
2025-03-04 08:36:16,2025,3,2025Q1,Tuesday
2023-01-12 00:49:44,2023,1,2023Q1,Thursday
2022-01-18 01:31:16,2022,1,2022Q1,Tuesday
2025-05-16 08:12:10,2025,5,2025Q2,Friday
2022-05-14 11:36:49,2022,5,2022Q2,Saturday
2024-08-19 07:28:28,2024,8,2024Q3,Monday
2023-09-29 09:28:39,2023,9,2023Q3,Friday
2022-12-09 19:39:03,2022,12,2022Q4,Friday
2023-05-29 05:09:29,2023,5,2023Q2,Monday
2022-06-02 13:34:19,2022,6,2022Q2,Thursday
2024-05-28 09:05:06,2024,5,2024Q2,Tuesday
2024-06-20 09:22:49,2024,6,2024Q2,Thursday
2023-03-03 06:15:11,2023,3,2023Q1,Friday
2024-01-14 04:29:39,2024,1,2024Q1,Sunday
2022-06-06 18:21:54,2022,6,2022Q2,Monday
2022-01-09 05:43:54,2022,1,2022Q1,Sunday
2024-08-26 12:57:13,2024,8,2024Q3,Monday
2025-03-11 09:32:07,2025,3,2025Q1,Tuesday
2024-07-29 11:27:58,2024,7,2024Q3,Monday
2024-02-22 01:59:35,2024,2,2024Q1,Thursday
2022-12-02 02:06:38,2022,12,2022Q4,Friday
2024-06-01 20:24:48,2024,6,2024Q2,Saturday
2022-10-28 07:47:11,2022,10,2022Q4,Friday
2025-04-30 08:15:05,2025,4,2025Q2,Wednesday
2022-10-27 08:59:54,2022,10,2022Q4,Thursday
2022-12-14 15:56:34,2022,12,2022Q4,Wednesday
2024-04-15 07:54:47,2024,4,2024Q2,Monday
2023-05-03 01:53:32,2023,5,2023Q2,Wednesday
2023-01-14 11:13:17,2023,1,2023Q1,Saturday
2022-08-02 12:40:51,2022,8,2022Q3,Tuesday
2024-06-15 12:24:21,2024,6,2024Q2,Saturday
2023-11-11 07:54:02,2023,11,2023Q4,Saturday
2023-01-23 18:32:46,2023,1,2023Q1,Monday
2022-10-25 07:38:26,2022,10,2022Q4,Tuesday
2023-12-25 23:32:35,2023,12,2023Q4,Monday
2025-01-27 07:27:25,2025,1,2025Q1,Monday
2023-01-02 03:05:24,2023,1,2023Q1,Monday
2022-05-10 02:17:18,2022,5,2022Q2,Tuesday
2024-06-24 16:54:36,2024,6,2024Q2,Monday
2024-04-08 06:06:29,2024,4,2024Q2,Monday
2025-07-30 05:27:30,2025,7,2025Q3,Wednesday
2022-03-18 06:09:01,2022,3,2022Q1,Friday
2023-11-25 06:36:33,2023,11,2023Q4,Saturday
2024-02-15 04:51:24,2024,2,2024Q1,Thursday
2022-08-04 11:06:54,2022,8,2022Q3,Thursday
2022-03-07 15:43:51,2022,3,2022Q1,Monday
2023-09-06 10:43:23,2023,9,2023Q3,Wednesday
2024-09-13 23:29:51,2024,9,2024Q3,Friday
2023-08-11 11:55:23,2023,8,2023Q3,Friday
2023-04-03 00:35:28,2023,4,2023Q2,Monday
2024-07-09 07:31:08,2024,7,2024Q3,Tuesday
2023-09-20 06:13:13,2023,9,2023Q3,Wednesday
2023-03-30 15:03:59,2023,3,2023Q1,Thursday
2024-05-03 15:11:40,2024,5,2024Q2,Friday
2023-05-27 21:05:44,2023,5,2023Q2,Saturday
2023-03-18 05:08:01,2023,3,2023Q1,Saturday
2024-02-20 06:03:53,2024,2,2024Q1,Tuesday
2022-03-23 02:46:04,2022,3,2022Q1,Wednesday
2023-12-10 05:35:38,2023,12,2023Q4,Sunday
2024-11-20 08:29:40,2024,11,2024Q4,Wednesday
2023-02-03 01:40:33,2023,2,2023Q1,Friday
2022-09-29 11:08:24,2022,9,2022Q3,Thursday
2025-03-30 23:01:38,2025,3,2025Q1,Sunday
2022-10-24 20:22:02,2022,10,2022Q4,Monday
2024-05-14 13:40:42,2024,5,2024Q2,Tuesday
2022-12-14 17:44:24,2022,12,2022Q4,Wednesday
2022-07-22 04:41:53,2022,7,2022Q3,Friday
2024-08-16 00:48:45,2024,8,2024Q3,Friday
2024-07-26 09:20:29,2024,7,2024Q3,Friday
2023-03-01 06:44:10,2023,3,2023Q1,Wednesday
2025-02-12 09:25:44,2025,2,2025Q1,Wednesday
2023-06-20 03:42:42,2023,6,2023Q2,Tuesday
2023-07-10 08:20:53,2023,7,2023Q3,Monday
2022-03-09 08:34:56,2022,3,2022Q1,Wednesday
2023-10-14 14:03:57,2023,10,2023Q4,Saturday
2025-04-21 12:13:39,2025,4,2025Q2,Monday
2022-09-17 21:53:50,2022,9,2022Q3,Saturday
2024-02-10 14:53:12,2024,2,2024Q1,Saturday
2024-09-03 09:11:27,2024,9,2024Q3,Tuesday
2024-07-10 07:39:39,2024,7,2024Q3,Wednesday
2022-02-28 13:57:17,2022,2,2022Q1,Monday
2022-04-24 17:19:35,2022,4,2022Q2,Sunday
2025-07-12 14:53:41,2025,7,2025Q3,Saturday
2024-02-20 22:17:12,2024,2,2024Q1,Tuesday
2025-03-02 13:28:20,2025,3,2025Q1,Sunday
2023-09-15 10:48:34,2023,9,2023Q3,Friday
2022-02-22 01:31:50,2022,2,2022Q1,Tuesday
2022-05-04 08:31:44,2022,5,2022Q2,Wednesday
2022-03-02 22:37:49,2022,3,2022Q1,Wednesday
2023-01-24 09:39:00,2023,1,2023Q1,Tuesday
2024-04-23 15:31:32,2024,4,2024Q2,Tuesday
2024-09-14 09:17:30,2024,9,2024Q3,Saturday
2024-03-29 10:44:29,2024,3,2024Q1,Friday
2023-03-26 19:25:11,2023,3,2023Q1,Sunday
2023-08-04 04:53:49,2023,8,2023Q3,Friday
2025-03-30 04:37:11,2025,3,2025Q1,Sunday
2022-11-17 21:16:16,2022,11,2022Q4,Thursday
2023-01-07 22:17:23,2023,1,2023Q1,Saturday
2023-08-28 21:19:05,2023,8,2023Q3,Monday
2024-03-02 08:58:37,2024,3,2024Q1,Saturday
2023-06-05 13:46:54,2023,6,2023Q2,Monday
2023-02-23 20:52:01,2023,2,2023Q1,Thursday
2022-11-13 19:26:39,2022,11,2022Q4,Sunday
2022-11-24 08:48:29,2022,11,2022Q4,Thursday
2023-06-19 05:07:04,2023,6,2023Q2,Monday
2023-03-22 14:13:33,2023,3,2023Q1,Wednesday
2023-03-04 09:16:15,2023,3,2023Q1,Saturday
2022-07-06 11:21:56,2022,7,2022Q3,Wednesday
2023-12-22 20:44:30,2023,12,2023Q4,Friday
2023-08-26 17:24:27,2023,8,2023Q3,Saturday
2022-11-15 02:59:40,2022,11,2022Q4,Tuesday
2025-07-14 11:20:52,2025,7,2025Q3,Monday
